sürecek	sür:null ecek:null
nehir'im	nehir:null ':null im:null
fena	fena:null
süleyman	süleyman:null
erdoğan	erdoğan:null
eniştem	enişte:null m:null
askerliğini	asker:null liğ:null i:null ni:null, asker:null liğ:null in:null i:null
kızı	kız:null ı:null
birazcıkta	birazcık:null ta:null
kalkış	kalkış:null, kalk:null ış:null
üçünde	üç:null ü:null nde:null, üç:null ün:null de:null
gez	gez:null
menkul	
pelin	pelin:null
merkez	merkez:null
çıkartmaya	çık:null ar:null t:null may:null a:null, çıkar:null t:null may:null a:null, çık:null ar:null t:null ma:null ya:null, çıkar:null t:null ma:null ya:null
gem	gem:null
yemin	yemin:null, yem:null in:null
boyner	boyner:null
gezindik	gezin:null dik:null, gezin:null di:null k:null, gez:null in:null dik:null, gez:null in:null di:null k:null
küfür	küfür:null
geçirmeniz	geç:null ir:null me:null niz:null, geçir:null me:null niz:null
kitabı	kitab:null ı:null
yanıtladı	yanıtla:null dı:null
kürtçe	kürtçe:null, kürt:null çe:null
takılma	tak:null ıl:null ma:null
buraya	bura:null ya:null
yetişkine	yetişkin:null e:null
birleştirmeyi	bir:null leş:null tir:null mey:null i:null, birleş:null tir:null mey:null i:null, birleş:null tir:null me:null yi:null, bir:null leş:null tir:null me:null yi:null
kırklareli	kırklarel:null i:null, kırklareli:null
gitmiş	git:null miş:null
gülay	gülay:null
seslendi	sesle:null n:null di:null, ses:null len:null di:null
resimle	resimle:null
emre'nin	emre:null ':null n:null in:null, emre:null ':null nin:null
düşündüğü	düşün:null düğ:null ü:null
çarpan	çarpan:null, çarp:null an:null, çarp:null a:null n:null
milyona	milyon:null a:null
pazarla	pazarla:null
sönmesin	sön:null me:null si:null n:null
gün	gün:null
tülin	tülin:null
masrafı	masraf:null ı:null
anlamında	anlam:null ın:null da:null, anlam:null ı:null nda:null
tur	tur:null
okundu	oku:null n:null du:null
televizyonda	televizyon:null da:null
değişik	değişik:null
hanife	hanife:null, hanif:null e:null
meliha	meliha:null
bulunmak	bul:null un:null mak:null, bulun:null mak:null
yolda	yol:null da:null
ameliyattan	ameliyat:null tan:null
ağabeyi	ağabey:null i:null
yaşlılıkta	yaşlı:null lık:null ta:null, yaş:null lı:null lık:null ta:null
tapuyu	tapu:null yu:null
vicdan	vicdan:null
hale'nin	hale:null ':null n:null in:null, hale:null ':null nin:null
karılar	karı:null lar:null
dolmuş	dol:null muş:null, dolmuş:null
boşanmanın	boşan:null ma:null nın:null, boşa:null n:null ma:null nın:null, boşa:null n:null ma:null n:null ın:null, boşanma:null n:null ın:null, boşanma:null nın:null, boşan:null ma:null n:null ın:null
sıkça	sık:null ça:null
cevahir	cevahir:null
olduğum	ol:null duğ:null um:null
olduğun	ol:null duğ:null un:null
uyarmak	uyar:null mak:null
ihtiyar	ihtiyar:null
ocak	ocak:null
mart	mart:null
gelmesine	gel:null me:null si:null n:null e:null, gel:null me:null si:null ne:null
yerime	ye:null r:null im:null e:null, yer:null im:null e:null
gezdir	gez:null dir:null
sevindik	sevin:null dik:null, sevin:null di:null k:null, sev:null in:null dik:null, sev:null in:null di:null k:null
misafirleri	misafir:null ler:null i:null, misafir:null leri:null
geniş	geniş:null
gelene	gel:null e:null n:null e:null, gele:null n:null e:null, gel:null en:null e:null
geleni	geleni:null, gele:null n:null i:null, gel:null e:null n:null i:null, gel:null en:null i:null
İtalya	İtalya:null
zavallım	zavallı:null m:null
doyasıya	doyasıya:null, doy:null asıya:null
menfaat	menfaat:null
zorlaştırmam	zorlaş:null tır:null ma:null m:null, zor:null laş:null tır:null ma:null m:null
gider	gid:null er:null, gider:null
oradakine	ora:null da:null ki:null n:null e:null, ora:null da:null ki:null ne:null
sayana	say:null an:null a:null, saya:null n:null a:null, say:null a:null n:null a:null
giden	gid:null en:null, gid:null e:null n:null
sorduğu	sor:null duğ:null u:null
yatacak	yat:null acak:null
program	program:null
randevuyu	randevu:null yu:null
mıyız	mı:null yız:null
yılbaşında	yılbaş:null ı:null nda:null, yılbaşı:null nda:null, yılbaşı:null n:null da:null
gittiğinizi	git:null tiğ:null iniz:null i:null
çilekli	çilek:null li:null
kalktı	kalk:null tı:null
saati	saat:null i:null
pat	pat:null
pay	pay:null
saate	saat:null e:null
sütunumuz	sütun:null umuz:null
inicem	ini:null ce:null m:null
çağrı	çağrı:null
mesela	mesela:null
koşturup	koş:null tur:null up:null, koştur:null up:null
bildiğinde	bildiğ:null i:null nde:null, bil:null diğ:null i:null nde:null, bildiğ:null in:null de:null, bil:null diğ:null in:null de:null
barcelona	barcelona:null
konuşmuş	konuş:null muş:null
takımı	tak:null ı:null mı:null, takı:null m:null ı:null, takı:null mı:null, tak:null ım:null ı:null, takım:null ı:null
geçirdiği	geç:null ir:null diğ:null i:null, geçir:null diğ:null i:null
uzaylılar	uzay:null lı:null lar:null
hamamlarda	hamam:null lar:null da:null
bakma	bak:null ma:null
başlarına	baş:null ları:null na:null, başla:null r:null ın:null a:null, baş:null lar:null ı:null na:null, baş:null lar:null ın:null a:null, başla:null r:null ı:null na:null
yetiştim	yetiş:null ti:null m:null
depodan	depo:null dan:null
sakın	sakın:null, sak:null ın:null
sıkılınca	sık:null ıl:null ınca:null, sıkıl:null ınca:null, sıkı:null lı:null n:null ca:null
duvara	duvar:null a:null
ortaklığı	
doyururum	doyur:null ur:null um:null
sakız	sakız:null
yaşlılar	yaş:null lı:null lar:null, yaşlı:null lar:null
biletimizi	bilet:null imiz:null i:null
çabuk	çabuk:null
şahidi	şahid:null i:null
telve'yi	
süremiz	sür:null e:null miz:null, süre:null miz:null
pantolonun	pantolon:null un:null
tersi	ters:null i:null, ter:null si:null
kişinin	kişi:null nin:null, kişi:null n:null in:null
aramaya	ara:null m:null a:null ya:null, ara:null may:null a:null, ara:null ma:null ya:null
kiralık	kira:null lık:null
buçuk	buçuk:null
sokağın	sokağ:null ın:null
paran	para:null n:null
param	para:null m:null
İnönü'de	İnönü:null ':null de:null
basma	bas:null ma:null, basma:null
sanatlar	sanat:null lar:null
İsmail	İsmail:null
begüm	begüm:null
grip	grip:null
sıcaklarda	sıcak:null lar:null da:null
Çukurova	Çukurova:null
koşuşturmaca	koşuş:null tur:null ma:null ca:null
başka	başka:null
stajın	staj:null ın:null
toplamda	topla:null m:null da:null, toplam:null da:null
kelime	kel:null im:null e:null, kelime:null
gözüne	göz:null ün:null e:null, göz:null ü:null ne:null
kayıt	kayıt:null
tayfun'un	tayfun:null ':null un:null
enis	enis:null
arasa	ara:null sa:null
feride'ye	feride:null ':null ye:null
kocamı	koca:null m:null ı:null, koca:null mı:null
içimizden	iç:null imiz:null de:null n:null, içi:null miz:null den:null, iç:null imiz:null den:null
adama	ada:null ma:null, ada:null m:null a:null, adam:null a:null
öğretmenler	öğretmen:null ler:null
sahneleri	sahnele:null r:null i:null, sahne:null leri:null, sahne:null ler:null i:null
kurdum	kurd:null um:null, kur:null du:null m:null
gönderildi	gönder:null il:null di:null
yatış	yat:null ış:null, yatış:null
mendilde	mendil:null de:null
ezberleyebilirsin	ezberle:null yebil:null ir:null si:null n:null
kaynatırsınız	kaynat:null ır:null sı:null nız:null, kayna:null t:null ır:null sı:null nız:null
dolu	do:null lu:null, dolu:null
balıkçı	balık:null çı:null
eminönü'nde	eminönü:null ':null nde:null, eminön:null ü:null ':null nde:null, eminönü:null ':null n:null de:null
sıkıntısı	sıkıntı:null sı:null
sudan	su:null dan:null
yapacaksınız	yap:null acak:null sı:null nız:null
cafe'lerde	cafe:null ':null ler:null de:null
domuz	domuz:null, do:null muz:null
yazılar	yazı:null lar:null
kasaptan	kasap:null tan:null
verdikten	ver:null dik:null ten:null
düştüğünü	düş:null tüğ:null ün:null ü:null, düş:null tüğ:null ü:null nü:null
götürür	götür:null ür:null
Çeto	Çeto:null
yüzümü	yüz:null üm:null ü:null, yüz:null ü:null mü:null
astım	as:null tı:null m:null, astım:null, ast:null ım:null
artınca	artın:null ca:null, art:null ınca:null, art:null ın:null ca:null, artı:null n:null ca:null, art:null ı:null nca:null
tezgahtar	tezgahtar:null
yerlerden	ye:null r:null ler:null den:null, yer:null ler:null den:null
sesim	ses:null im:null
söyler	söyle:null r:null
sesin	ses:null in:null
sisli	sis:null li:null
garanti	garanti:null
anıl'a	anıl:null ':null a:null
artmakta	art:null mak:null ta:null, art:null makta:null
denizi	deniz:null i:null
bulamadan	bula:null ma:null dan:null
olmaya	ol:null may:null a:null, ol:null ma:null ya:null
neden	ne:null den:null, neden:null
düğünleri	düğün:null leri:null, düğün:null ler:null i:null
aycan	ayca:null n:null, ay:null ca:null n:null
yürüyüş	yürü:null yüş:null
okumaya	oku:null ma:null ya:null, oku:null may:null a:null
hakan	hakan:null
araştırma	ara:null ş:null tır:null ma:null, araştır:null ma:null, araştırma:null
belirtileri	belirti:null leri:null, belirti:null ler:null i:null
versin	ver:null sin:null
ağa	ağ:null a:null, ağa:null
yaşayan	yaşa:null yan:null, yaşa:null ya:null n:null
alınmış	al:null ın:null mış:null, alın:null mış:null
sefasını	sefa:null sı:null nı:null
martımız	mart:null ımız:null, martı:null mız:null
boşa	boş:null a:null, boşa:null
pozisyonunu	pozisyon:null un:null u:null, pozisyon:null u:null nu:null
yerler	yer:null ler:null, ye:null r:null ler:null
Öztürk	Öztürk:null
yiğit	yiğit:null
balta	balta:null
sitelere	site:null ler:null e:null
beldelerinde	belde:null ler:null i:null nde:null, belde:null leri:null nde:null, belde:null ler:null in:null de:null
eskisi	eski:null si:null
yeğeninin	yeğen:null i:null nin:null, yeğen:null in:null in:null
darıldı	darıl:null dı:null
durumlardan	durum:null lar:null dan:null
kapsamına	kapsam:null ın:null a:null, kapsam:null ı:null na:null
yatması	yat:null ma:null sı:null
sevdiğin	sev:null diğ:null in:null
haydar'a	haydar:null ':null a:null
buralarda	bura:null lar:null da:null
manuel	manuel:null
esnada	esna:null da:null
projenin	proje:null n:null in:null, proje:null nin:null
mısın	mı:null sın:null
general	general:null
dağlıklarının	dağ:null lık:null ları:null nın:null, dağ:null lık:null lar:null ı:null nın:null, dağ:null lık:null lar:null ın:null ın:null
öne	ön:null e:null
film	film:null
niksar	niksar:null
evinizde	ev:null iniz:null de:null
şanslı	şans:null lı:null
ağaç	ağaç:null
çekti	çek:null ti:null
geçsin	geç:null sin:null, geç:null si:null n:null
köşe	köşe:null
süzülen	süz:null ül:null e:null n:null, süzül:null en:null, süzül:null e:null n:null, süz:null ül:null en:null
tüm	tüm:null
kırgınlık	kırgın:null lık:null
tür	tür:null
tüp	tüp:null
okudum	oku:null du:null m:null
yöntemleri	yöntem:null leri:null, yöntem:null ler:null i:null
yeniden	yeniden:null, yeni:null den:null
atama	ata:null ma:null, ata:null m:null a:null, at:null a:null m:null a:null
çıkışı	çık:null ış:null ı:null, çıkış:null ı:null
burda	bur:null da:null
kariyer	kariyer:null
susacak	sus:null acak:null
bayrağını	bayrağ:null ı:null nı:null, bayrağ:null ın:null ı:null
oran	ora:null n:null, oran:null
danışılması	danış:null ıl:null ma:null sı:null
yaşında	yaş:null ı:null nda:null, yaş:null ın:null da:null
van	van:null
uçağın	uçağ:null ın:null
bornova'da	bornova:null ':null da:null
hastalar	hasta:null lar:null
suni	suni:null
hafız	hafız:null
yoğurtla	yoğurtla:null
kiralama	
bolat'ı	bolat:null ':null ı:null
öğrendikten	öğren:null dik:null ten:null
ısmarlarsın	ısmarla:null r:null sı:null n:null
pamuklu	pamuk:null lu:null
doldurduğumuzda	dol:null dur:null duğ:null umuz:null da:null
aysel	aysel:null
kurtuluşun	kurtul:null uş:null un:null
başımı	baş:null ım:null ı:null, baş:null ı:null mı:null
ekranlarda	ekran:null lar:null da:null
döktüreceğiz	dök:null tür:null e:null ceğiz:null
tanıdıkta	tanı:null dık:null ta:null, tanıdık:null ta:null
mehtap'ın	mehtap:null ':null ın:null
mercedes'in	mercedes:null ':null in:null
alma	al:null ma:null
zekisin	zeki:null si:null n:null
kardeşinizin	kardeş:null iniz:null in:null
zorunluluğu	zorunlu:null luğ:null u:null
sivas	sivas:null
eklenmiş	ek:null len:null miş:null, ekle:null n:null miş:null
önde	ön:null de:null
meslek	meslek:null
kalmalı	kal:null ma:null lı:null, kal:null malı:null, kalma:null lı:null
yaşta	yaş:null ta:null
gülen'ler	gülen:null ':null ler:null
ödedin	öde:null di:null n:null
burçin'in	burçin:null ':null in:null
koyduk	koy:null du:null k:null, koy:null duk:null
oynasak	oyna:null sa:null k:null
anneanne	anneanne:null
ısmarladı	ısmarla:null dı:null
takke	takke:null
yönde	yön:null de:null
evimiz	ev:null imiz:null
abi	abi:null
sabahleyin	sabahleyin:null
işlem	işlem:null
işler	iş:null ler:null, işle:null r:null
evlenmesi	evlen:null me:null si:null, ev:null len:null me:null si:null
kapatır	kapat:null ır:null, kapa:null t:null ır:null
düzenlersin	düzenle:null r:null si:null n:null
arena	
yaptığım	yap:null tığ:null ım:null
yaptığın	yap:null tığ:null ın:null
üstü	üst:null ü:null
kazandığını	kazan:null dığ:null ı:null nı:null, kazan:null dığ:null ın:null ı:null
suyunun	su:null yun:null un:null, su:null yu:null nun:null
parasal	para:null sal:null
serap'a	serap:null ':null a:null
döneceksin	dön:null ecek:null si:null n:null
kızartacağım	kızar:null t:null acağ:null ım:null, kızart:null acağ:null ım:null
bilgiler	bilgi:null ler:null
gölde	göl:null de:null
kıyılarının	kıyıla:null r:null ı:null nın:null, kıyıla:null r:null ın:null ın:null, kıyı:null ları:null nın:null, kıyı:null lar:null ı:null nın:null, kıyı:null lar:null ın:null ın:null
emeklerimiz	emek:null ler:null imiz:null, emekle:null r:null imiz:null
ayrıca	ayrı:null ca:null, ayrıca:null
beşte	beş:null te:null
toplamayı	topla:null ma:null yı:null, topla:null may:null ı:null
hatırlatırım	hatırla:null t:null ır:null ım:null
ayarlamak	ayarla:null mak:null
sakladı	sakla:null dı:null
uğramışlar	uğra:null mış:null lar:null
canan	canan:null
numaralar	numarala:null r:null, numara:null lar:null
kuzuları	kuzu:null lar:null ı:null, kuzula:null r:null ı:null, kuzu:null ları:null
araştırmam	araştırma:null m:null, ara:null ş:null tır:null ma:null m:null, araştır:null ma:null m:null
stajını	staj:null ı:null nı:null, staj:null ın:null ı:null
burnumuzun	burn:null umuz:null un:null
hayasızca	haya:null sız:null ca:null
halktan	halk:null tan:null
çiftliği	çift:null liğ:null i:null, çiftliğ:null i:null
geçici	geçici:null, geç:null ici:null
üçü	üç:null ü:null
alakalı	alaka:null lı:null
boyutlarda	boyut:null lar:null da:null
milyon	milyon:null
penaltısını	penaltı:null sı:null nı:null
konular	konu:null lar:null
polatlı	polatlı:null, polat:null lı:null
tedaviyi	tedavi:null yi:null
oyun	oy:null un:null, oyun:null
haybeye	haybe:null ye:null
karneye	karne:null ye:null
abanoz	abanoz:null
daldım	dal:null dı:null m:null
aradın	ara:null dı:null n:null
bitirmeye	bit:null ir:null mey:null e:null, bit:null ir:null me:null ye:null
aradım	ara:null dı:null m:null
söyleşiye	söyleşi:null ye:null
gözde	gözde:null
derya'ya	derya:null ':null ya:null
tercümanlık	tercüman:null lık:null
örgü	örgü:null
işleyecek	işle:null yecek:null
van'da	van:null ':null da:null
dek	dek:null
haberde	haber:null de:null
elbise	elbise:null
çıkacak	çık:null acak:null
hayırdır	hayırdır:null
saatli	saat:null li:null
sandalyem	sandalye:null m:null
sandalyen	sandalye:null n:null
minimum	minimum:null
geçecekler	geç:null ecek:null ler:null
karnım	karn:null ım:null
karnın	karn:null ın:null
tosunuma	tosun:null um:null a:null
bilinirler	bil:null in:null ir:null ler:null
müzesi'nin	
demesi	de:null me:null si:null
anlatacak	anlat:null acak:null, anla:null t:null acak:null
yoksa	yoksa:null
tası	tas:null ı:null
yataktan	yatak:null tan:null
geleli	gel:null eli:null, gel:null e:null li:null, gele:null li:null
yağa	yağ:null a:null
ablana	ab:null lan:null a:null, abla:null n:null a:null
sistemi	sis:null te:null mi:null, sistem:null i:null
alternatifler	alternatif:null ler:null
bitsin	bit:null sin:null, bit:null si:null n:null
köşede	köşe:null de:null
temizleyeceksin	temizle:null yecek:null si:null n:null
dayatmak	daya:null t:null mak:null
halledebilirler	halled:null ebil:null ir:null ler:null
cambaz	cambaz:null
göre	göre:null, gör:null e:null
dakikaya	dakika:null ya:null
iyileşti	iyi:null leş:null ti:null
aguladı	agula:null dı:null
